Class,Id
0,96bb09e24a88805cb9c33356536b980d3fc5&0x59232130144bd9434c0ce37d1b266f3194dfab98
1,78d55b5da28c5d54b40d04b149392257cb86&0xb2816223fddc21aca553ba208c7b7a13b27c207c
0,35b39ffca883980979e072d73a52ad6f499b&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,ff94ee3b5202b92efd3a2be24b74b873e831&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
0,1e0a762124e79e6c37d86a71e804f3d0565a&0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a
1,d2d94772bbe4949e5bca5df5cb875df4d995&0x4f3db6d4c97b8248ad5e244e4f619086084f6848
0,48628db6b661d4c2aa833e95dbe1a905b280&0x5733468511711b4212ad5eb0df2b3acbf68abff4
1,567e16606d0a028d0ffee51ab7b228bb812d&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,8741bd50c3e74301f38fbd0136307099ae5d&0x21795c26064dce5400200aea3dec1d442a785b4d
0,9cb33e8f590d75c2d6ea4e6b0741a7494eda&0xee1f74e5e29d6dce001b2d3dc847a0c721998491
1,9d2b9db017ab268be5172a16dbfc8774fabb&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,dbf559bbf0969002f19979cad909c2644dad&0x7e0529eb456a7c806b5fe7b3d69a805339a06180
0,02f102a837d55320587b6b2053080cb19858&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,4f5247c770201f6faaf7919a1fe3a2c3a3a4&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,c5d66bc6de7decd4b5fe86738aae997ff8c8&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,93470b6f00f23e40f7206380a8444ddfb9de&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,6a088680154ef787c5680201167a10ed85a5&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,4b5c4af3ad475583af360ae378cf95ca7edb&0x2f6321db2461f68676f42f396330a4dc4a8f49df
0,551bf1e52274781e79954993df9540c08a5b&0x6c8f2a135f6ed072de4503bd7c4999a1a17f824b
0,3a7899fcc8ea5fbe6a608a109c3893a1b8b2&0x00b01283ca5fa28d65e4240af366105b166bbb32
1,17874964fd681e76982379f74fe7d149e4cd&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,08b1291d4307652592c29bff7d51f1ad83d7&0x59918790b8d707a1d8cc98ffc5d5e4006aa369ba
0,11cc825f7f5cc51fa06398bb3bfe40bf730a&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,3d6e62c4a116e5809ba4cefcd15c02674acd&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,fe9f80b609b7fce90580b9f8098a32b60ea2&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
1,7a1b4396a309f4ad01e3da4be607bbf14089&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,cab45a7345ea333b7895b7d346dfa1c9e267&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,31d7beaca9d082cd5a9be07eba4f47f038a9&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,695d89f3782e1b588b4d46061ae1356b17a9&0x7e0529eb456a7c806b5fe7b3d69a805339a06180
0,1dbf1a5b7bb32b8115c50aa059a2942b9215&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,0f036ed4788f63fc0fee32873d6a7487b908&0x4a694caf2a8d0a6583551b15ef15b15474c1b3b5
1,4a68f2d551d5c597aea01d05d69ed7283d78&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,e70fd2e65d654db777788c5c8cf7e4ac8a9b&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,82e3f3c578dae5f213dbf857ef8270de4ecd&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,805e18a2fe94f7b20abb16991c89c1492de1&0xe1c9a03cf690256ff7738cbd508c88cf5238a535
0,bc7f791401ccd98ea37552633d19fe82949e&0x459f7854776ed005b6ec63a88f834fdab0b6993e
0,e643dc316ac4108ebdc6c364a65994b6b1ff&0x5591172c98f0d6df783c259ca51ecbd3bc4d91a1
0,27d07fc17907b4db788e5adf2ed424addff6&0x9643179a293b57a69602a6395a7b801cfc045d0a
0,1bba4de43941a8db0b37b8eefb8bdce6736b&0x67a5de922c1f4d1a4dbd848466b86b5455fb6a3b
0,3821b7091c2396cfd6143dc4bd29bc589d99&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,8ed38ebd1df0c079ad08a90747ad941cc26f&0xe1c9a03cf690256ff7738cbd508c88cf5238a535
0,48628db6b661d4c2aa833e95dbe1a905b280&0x111aa7361287dcacfd9f9ec57fbebd6926faee64
1,f09261642cb1e862ede5bd40c2af83438fab&0x73d9e7e5aa720d3867449b111b4136cfab83a5bb
0,95d68efb30c47140e3d69cc52e1495c62c34&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,4b686aa8c04921397c5807db9ecedba00a4c&0x9dff3cf3e49fa8672daa1ee99cd4ca12b4f5b6aa
0,38983455a76f027f8aa001cef0535a69c2d0&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
0,6ff2ba977454ecb98b62c97bbfe7c35887ad&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,acbb5744ecd8242f9cf8208ceb88ff520b8a&0x702392282255f8c0993dbbbb148d80d2ef6795b1
0,c70653548b04f0a75970c1f81b4cbbfb606f&0x6a60f4a293f999cf463418585c54f883e4541d5d
0,eb1f2c37645be61d73953035360e768d81e6&0x924c2e5d25faf0225122bf62cffe99e27312e45a
1,628d69cc9631a7f487ae3d7006f388c77be5&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,594b12b5f5713224ef1761390286144832f9&0x73d9e7e5aa720d3867449b111b4136cfab83a5bb
0,1787b4dcc87b1254cfd1e5ce48e96823dee8&0xdaa3a22cbbcc95fab07b95d09d7f6e25f013a1d3
1,1b6cd527d7ad5a7c1a1a29a36320a236c0b6&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,a296e1bb9d4cf468d6d97d7b6d15700f39ef&0xb547027a4ccd46ec98199fa88aaedf5aa981db26
0,1bf9e5d3f4b911ede754be5a167aa2958528&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,58ee1eaed609da97f4347da12ecff2555cfb&0xdf93cdb6dd65c6c28c78dcdc1762aa34caf81678
0,2b3f8a33589ebeebc4b739c55dccc61493c1&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,4b686aa8c04921397c5807db9ecedba00a4c&0xfbd48fad6591374a8f803dd73072862b740d3b4b
1,18a8dff07367ed41342f3a09880bb20be07e&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,8ddb6f8acdded9fc7b359e5816ed29f2eb99&0xb2816223fddc21aca553ba208c7b7a13b27c207c
1,2ff6927cb396d9cf29803500110da632bc52&0x109c4f2ccc82c4d77bde15f306707320294aea3f
1,9222a81fed932f1fd15a923d928e04904d9c&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
0,fec492dbda6ca0047b5b32e52e11f9f3f46a&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,b4b370b02a978a4104b0d06e6b103a75ad5f&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,12636b81657a7cd8741743dc51e6da4da695&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,df99730af5c771f8e8e489d59cb1974f2ab2&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,b8416ce2da9b86f5a28bda0aee45e2e62bd1&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,f8568e08d5659f5d29c4997173d84cdf2607&0x425203d9d97f18ee70dbf58fd3ec12bb02ac7e25
1,ceb33aa98d6f56a9bb3b3e5dbf5b83fca706&0x4fb663c1616bfe80b5b6d5a214efa81d5a121801
1,a0bf061f3cec2a004b4d2c802f479099c971&0xe1c9a03cf690256ff7738cbd508c88cf5238a535
0,10771af9ca656af840dff83e8264ecf986ca&0x3d53269e7e2464b859a099cb4e8c0ff53b1ddd26
0,747400c179ccc724ede8efe37cca1a692651&0x755cdba6ae4f479f7164792b318b2a06c759833b
1,9db627896d76399210d919d5dc70b4c04397&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,dac53f225fb475ea7845de591abb5104baad&0xb2816223fddc21aca553ba208c7b7a13b27c207c
0,4550c42765b3bca45209844696b874454d69&0x230cacd4242bdb5b9f7178eb1db0ad109ec76ca0
1,d6dc3c8e07b8a394b7776a77d77b32f1b574&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,a43c42ae20a398dcc100c16ddfa55c9b4031&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,cf79ade5e2c49b9e30d795517a81e0bf00b8&0x9d201edde603fef1800328d58d2901b407cf6778
1,7e127ba1ba73fe4639726e20eadc73bbcad8&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,544f6c413a555f309bf76260d1e02377c02a&0x3e58dd42d7908d8924a599e5e28e15f4f58c4075
0,942ef8811f2a866692a623011bde52a462c1&0x308f2096dd0a55ad80be0876fbff1ce35b7e15ac
1,95aba6655619db88b523ab487d5273db484f&0xf00e5a59fde1cb2ead96a8be7711abc3f981e0f1
1,748e0b3eacadf7bf96c67b7bc9ce26de5367&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,b653765911aea5e3da20f6a4173c80ead66c&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,75f648430679a709e98d2b0cb6250d2887ef&0xce0e9452a05db318ac71adc7d232235907798d7c
0,b790e05390fc8295f4d3f60332c93bed42e2&0x3fd9b1e492137b65d0b9cca6f640384ce9a84dad
0,0f036ed4788f63fc0fee32873d6a7487b908&0xe99f1c9959e77ecba619232683aa21ec8f559dca
1,720229ad43f5c3807b5f8b7db184ba59ae94&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,615e03bf75f234263a6ab46c53da37096cb5&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,89b1f9b8a38983c2ba8053269ca62ec9b195&0x333570ad8c5e0761ced6d8ac536bcdb26580a555
1,b8fb98c7c98fd4b5424ced013820d1f2ee76&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,1d2258eaf7d2a200c58ded1c36cea7e080f0&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
0,5ad35c671a87207d88fc11d593ac0c8415bd&0xa5d4e9428f64a3c3f74dd0c824c124f7267a6ea1
0,1d89985472e18891d61935dc58effeb10832&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,695cd46fa3f991443cd13055fc9e16697d00&0x755cdba6ae4f479f7164792b318b2a06c759833b
1,cf79ade5e2c49b9e30d795517a81e0bf00b8&0x2bc69a5ca87ca48c10486cf74420f1e8bf90d49e
0,5bdd6ad12053b963f3b869074452a44bc857&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,6c99135c56eb3b6dea6986bf0cb658a8d7ef&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,8462d05b4062d997ac5996e025401a248288&0x2f6321db2461f68676f42f396330a4dc4a8f49df
1,91e6ad7b375d3072d81c956a7cfab9f7a71f&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,187176521edb83e8f02625eb297d6731271f&0xe7d2c826292ce8bdd5e51ce44fff4033be657269
1,5bba7d81b6792929243086ee015d0ec9bf65&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,ce16da2877f8c9e00544c93b62ac40631f16&0x5b2fa2a3ab3c53cdfba3e42663dc15236bb72f6b
1,2f5dffee657f2889b7c50f042fb654f8cf0b&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
1,87c2cfcc0b849d470058a68895beb557fa97&0x9758da9b4d001ed2d0df46d25069edf53750767a
1,08b1291d4307652592c29bff7d51f1ad83d7&0xdf1191c6207bf98abe520c2ddc7bc77b107e91b6
1,5ea7317ac22f71b44d95f58ef4c2b5b030ab&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,ab7e7a45cd9bc895e88f00fe78789d050cc2&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
1,626cf32466a1b7ae2116122f6666bc7af994&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
1,50c118b46e57ea4e5285723954a14687ed2e&0x8a883a20940870dc055f2070ac8ec847ed2d9918
0,be193a6abca9c8817001f45744777db30756&0x34f39e930f3869f23ee754a6bef51d1c4a11e73c
0,c97aa8a1b388ed560a06aefd64d457455ba7&0x25d4cd2deb6dc8f6dc91ea4561819341bbb8e5d7
0,544f6c413a555f309bf76260d1e02377c02a&0xaceb4f56fbab93bc3a4d8198c216967daeccfb6d
0,2489571d322189246dafa5ebde1f4699f498&0xface2a7e9cffa6a9d1b165561babde623e57e106
1,bd6a761082d68ae7ce9b6e3eef0f63a39a60&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
0,76012ddd67ff0051c21a6ff31377da4c33e8&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,fc160f74328f9b383df2ec589bb3dfd82ba0&0xb0f5af4e6ea7bed24d3e34116b63eab948a71bb0
1,48c36642b58251d44e3328e735c01cba875d&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,3bcf3cb9df35ee591743e36df354271636a1&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
0,4d5c2e2928dea5f71b9825b8b646686bd200&0x9a27f7091cdb0da3a362fd379db0acc51fdfd1f4
1,019b7a83b3c77a823255533975969027308d&0x1bfec21dfbfee3b58faf163df61e65c17f164382
0,8504c1b32bf1557b16c238b2e01fd3149c17&0x3c883e9b4e1526c7b38bf794923c47f85e18aea1
0,38b7215d3616b428e811d2bc0ac7ed34b0ba&0xc19b4b5f76d8148bcc78329bd37a0ea2513440bc
1,c19151305162e2391e956f74509d4f566d42&0xaf6de38ffc92e0d52857f864048d7af2f345a3cf
1,65882d25a89242a7b147b9492e3844d22e04&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,eb1f2c37645be61d73953035360e768d81e6&0xd2ae99b4f3fa849b9dead14697ec1df347dc6ff4
0,8504c1b32bf1557b16c238b2e01fd3149c17&0x3dac18fc098bdc832632e30f3676938abb704a90
1,76d3f2dbfc3abfd66418e893a81f8bdec468&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
1,bb59795cab5cd2fa0bcee9acdc4ff7d133be&0x8a883a20940870dc055f2070ac8ec847ed2d9918
0,facd92036b9603c9da03d022da3e42244bc0&0xe736091fc36f1ad476f5e4e03e4425940822d3ba
1,21a6c3c69b9440a3ec21729e4d16ccdad2aa&0x8a883a20940870dc055f2070ac8ec847ed2d9918
1,c25956336a2ea781ebc464afe9feedfc9021&0x2dba674538e5877ec9d04a172d8c9a3868a83fda
1,918765a651985bef84f2d7c571a290ce25a4&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
0,d199f08092c87d24b0ad2133786d6c2b13bb&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
1,acc2545947c239dd9534f3e3c6f0346177a3&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
0,75f648430679a709e98d2b0cb6250d2887ef&0x057a2b853eb590a956248b9ce63abc6f27998d25
0,11b3247bc0a7eed3a51303cc3dc8c0bf9e80&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,942ef8811f2a866692a623011bde52a462c1&0x14623ecbb13a0c4c1227d5b228f09364f99b14f4
0,c636543e927a14e2d321fdedb1af731b8a56&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,ea9a0ffad05b268cda303b3686c1c3fc376f&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,4b686aa8c04921397c5807db9ecedba00a4c&0x1d758dec1a1c752f0942e4044f1c6a89742c7ead
1,246891e1430f8bf297547e02887d230c39b6&0xb547027a4ccd46ec98199fa88aaedf5aa981db26
0,6b5a27fd6f929382328941fa73a58c36c3f4&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,942ef8811f2a866692a623011bde52a462c1&0x5bfcaa5eacf94270b431942d8da6721c2e38da03
0,ebbf30806d6b500728ad2314b980d5c97db0&0x867ffb5a3871b500f65bdfafe0136f9667deae06
1,97bb1d7a75d9f986c99dfcfa2a558058904c&0x35027a992a3c232dd7a350bb75004ad8567561b2
0,4b1820f4adc5b02a355e558916957586865c&0x867ffb5a3871b500f65bdfafe0136f9667deae06
1,40c945c0dea5b7c5964b971d4b3e536742f1&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
0,45a61e21ab3ed8cea34e162b55cb9bce4492&0x2f6321db2461f68676f42f396330a4dc4a8f49df
1,5149daa79dd736283090b3168c718a1d57a0&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,d680628a0fc33a0bae4119f0ee6f117a18a8&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,0dc4b5968429104a52c3627767709ef605ef&0x459f7854776ed005b6ec63a88f834fdab0b6993e
1,305b0820e80692810483978bbdee1c1dc24b&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,cf79ade5e2c49b9e30d795517a81e0bf00b8&0xc5ce039d70900047d20cf0c109ad5c3d40966bdc
1,462a1c254badd5d83505a431940916189cdc&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
1,fdd563a930f07b1ac8a2227acc27c3c12946&0x4f3db6d4c97b8248ad5e244e4f619086084f6848
0,d4552b5814fd9b2cc30d1755ae404a41590b&0x8d12a197cb00d4747a1fe03395095ce2a5cc6819
1,af80d37a8aac00b1370f111688ab92cd3709&0x43bbc7fafb860d974037b8f7dd06b6f6fe799b3e
1,932169cbf0908e4b91fa294aa73fa930603f&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
0,93df9d207b1c3f05a6f822359a2c75592bf4&0x459f7854776ed005b6ec63a88f834fdab0b6993e
1,3cad3d3300dfb4be1aa539af394b179dd04b&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,9570bd320b0a17b11bf7c596df3ff6c99920&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,321605b9e389f9646714defb3459bc9c688f&0x4f3db6d4c97b8248ad5e244e4f619086084f6848
1,a8246a5aafa6072befd48754a1050d453702&0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e
0,4a6b4ccb1b6faa2625fe562bdd9a23260359&0x8238ad83f2428821641334f17997c07005b73b48
1,c9827a91b3c396660043ebf05c419fb0cae5&0xb10ea0d397db942a1083a4af9c6074ab63bc8c8b
0,c0752e68d0282db544c677f6ba407ba17ed7&0x5a68ee457651fde69baaaeb4e12635db2432753c
0,d971895edc438f465c17db6992698a52318d&0xec3e4aece507219804735fa1bef2be9c9d038f2b
0,1936e81348c555a7f7834825606057f64884&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,cf79ade5e2c49b9e30d795517a81e0bf00b8&0xabea565d6e56e0e89b99873ebe6d4a19ed57be35
1,7c1f0039f5d38770e15f8043b3dd26da5e8f&0x50b66a415423352fd730a61339d22264f03bd174
0,244b988a513c945973defa05de933b23fe1d&0x3dbc5a4a2be51e16f223c93ac616749aeaba1316
0,b790e05390fc8295f4d3f60332c93bed42e2&0xd0d6e8393b894baf8ac031387969785f41e4d76a
0,d971895edc438f465c17db6992698a52318d&0xccea6e7708791eb737a433c6ef49ca195065a5fd
1,6a71dc3e3990e17b12cbb69f660fa5eb9f45&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,4a6b4ccb1b6faa2625fe562bdd9a23260359&0xf2cdb71ce3f7e13a909e7c18c193456b271a46b8
0,27d07fc17907b4db788e5adf2ed424addff6&0x1013a3990fa8d1d6091d06c4439747786f9648d1
0,c9330cf9ac479d819195794d79ad0c7616e3&0x7e25bcd3ca962d126bcf0d421564cff9fae62dc0
1,0a32d172e7f2e8ab7f776165d6a75542cf82&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,8741bd50c3e74301f38fbd0136307099ae5d&0x380b2afd0d97e5888a34f3e0eb961f9494051854
0,4ddc2a3b473cc0eb712266ab71c103d3878f&0x867ffb5a3871b500f65bdfafe0136f9667deae06
1,3622c0b013e74fff106d54ebefd021dc868c&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7&0xb6493583831194ff65acb5677af3f9f1a699f158
1,019b7a83b3c77a823255533975969027308d&0xd1377bee452dff6073ed63551a4ea5c7500ca8ff
0,1c96db6b22b0d3d9536e0108d062bd488f74&0x78d0bed613cebcc9e7c39046853f267126aa6a8f
0,10771af9ca656af840dff83e8264ecf986ca&0x0f9ec78bc7f7691e6c7e69c3fc4aa1407d6d09f1
0,32c1b1d0bbda60f4b49ef0b36eb6e8ad6531&0xf4985070ce32b6b1994329df787d1acc9a2dd9e2
0,646f87d9f6bc6ed42dd46e8b3fd9dbd15c22&0x8af79c21c93b6b68ef3f6843e6ff895173fb79a2
1,a06b028526b05966c287370bebefa0082176&0x13b8cf43099e59f16eecd52dc0f370f01930fb86
1,b62298b8c3a970b5c584f85e688b868e5004&0x8a883a20940870dc055f2070ac8ec847ed2d9918
1,eebcf1533269266c7c1addd6e98c860a3399&0xfde889c9354d09cec72845e76a0d9f97f4686f7a
1,9815b270e6d0788a581ed7d5963009498383&0x9b5bbb16a7a68660f6503eff6c8e3159820d6396
1,25fe0aac26d1b996aca91bd233e1e7e9b319&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,303f7a6219758f7782b69d0b2bf4bbc8b6e4&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
1,768e147e4b8c33c2afb3301a694425c896e0&0x8a883a20940870dc055f2070ac8ec847ed2d9918
1,ae0b8e58e374bd6a7c222f7118b800420788&0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e
1,37aae76be6012d2aa829da7843e9b498bc45&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,34d3b8d450b6bab109c252df3da286d73ce4&0x322a5ca4b9e4bebd6ee13a1938fd88f4bc1046ab
0,b6d9d090042a04d0d12a4e87217f8303a5ca&0x236f9f97e0e62388479bf9e5ba4889e46b0273c3
0,942ef8811f2a866692a623011bde52a462c1&0x3843508c2151b31f36e3c216e25aa3093de5ca9e
0,281f63b2604bc2f77f30c3f88c9b104afe5b&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,24f9e580c13eb97b480ecbbda2d0c85c956e&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,77a87a63ceb9fc52d184905e197a4a401868&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,7bb6598cc969ab85608cbfd7f4bcf1bfb3b2&0x55d34b686aa8c04921397c5807db9ecedba00a4c
0,34c77311aad317ae82f089600038a8d09abd&0x867ffb5a3871b500f65bdfafe0136f9667deae06
0,2e66e062781d4642d9f874ee71f62e71f442&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,2d94f187a6676999d4f7cb190ed9f823825c&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,f342715d842c3f0dd6301a4c98a4ac7ce563&0x8a883a20940870dc055f2070ac8ec847ed2d9918
0,a9235b08173b7569f83645d2c7fb55e8ccd8&0x703793b99b17d85cbcdc59ec14cb19b07285c24f
0,491452e60b50119a87cc286db7ec8f9bc2c6&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
0,2a2526c124fdc064b1401e72057db093421d&0x119fa0906121ae8fdac542e40dd32694f6b7f3aa
1,6195559080a3a4e04d8b262e2f5f59e7850a&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
1,1f774fffa4c8e2fa59a0fc59a992bb64037e&0x7e0529eb456a7c806b5fe7b3d69a805339a06180
1,e469fcb3ee19c0366d829e291451be638e59&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
0,82107d1e9defb0b5ee701c71707a4b2e46bc&0x11b7cbeea8816599a1b8666cfbdc04a8f62ea159
1,db2ba3fd26fee22d358f0cbfac0082b102ae&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,ec675c3db1f3b8296e513232d0db5063ea7c&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,edd431a553620614b9a91aa3cad9e6206b58&0x2f6321db2461f68676f42f396330a4dc4a8f49df
1,73cdf79b5f60464c5fa0705a22dbde637280&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,544f6c413a555f309bf76260d1e02377c02a&0x33cf99f1bae597f146786bc42d739123f184a91d
1,77fa6c32b61e2b3726ebef4122cf63f315c7&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
1,5d19e0a4e0dc24497579ad373bfb30304b96&0x8036165ccabee251c886d6121b047c16b5e798b5
1,cf79ade5e2c49b9e30d795517a81e0bf00b8&0x99f128d58f918698651a1e7106c1bb5ec96d6c25
1,df06c74058d787bea0a28843a4d0389446ba&0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e
0,220d99675aedd8ac82359d2c06c9bd885a7c&0xaaab2ec23dd5dd9602e631b8399fa94c9d134b3a
1,9f866f1d1100282bcdab11fda67834a72a6d&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
0,c21624d53ed2811bd4824654694e7194ea2d&0xc7af99fe5513eb6710e6d5f44f9989da40f27f26
0,40ac91fbc526a389117bda5a1b8e04f04a82&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,5d7c65bb4b70ad305eb882e92662cee7259c&0x8a883a20940870dc055f2070ac8ec847ed2d9918
0,8f2d746113d0696ce89b35f0d8bf88e0aeca&0xc850453a4506b08d20f78707f0d6b4d3be052573
0,e2a46d2b0742f2396854218f345907a73e5b&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
0,aa39b223fe8d0a0e5c4f27ead9083c756cc2&0x6f8d7853673467d1aa619d7f704699a16f885bae
1,5d4182d97350f62b6313ae8f4e0586610e44&0xaf6de38ffc92e0d52857f864048d7af2f345a3cf
0,9fb4ba63bf512642a63cba2a8ff5e97adf0a&0xa3c1e324ca1ce40db73ed6026c4a177f099b5770
1,6c7dbfa994487ad754c89cc4a3cedba59056&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,31b725b86601a743cc32e7642cf6986ee570&0x7b307c1f0039f5d38770e15f8043b3dd26da5e8f
1,4cc62e3bdf2e2b467f6342963d2bffcc2a84&0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e
1,dba7b11c6454054ec584354cf6980db9d9f0&0xb2816223fddc21aca553ba208c7b7a13b27c207c
1,7568793ff5c799a6578a662cae6f42cb5f50&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,1668c7031ff9564eccd225c4e95e123fd6d5&0x6090a6e47849629b7245dfa1ca21d94cd15878ef
1,2b05ec42cde3d4921e75ae2cf2363e43f8e7&0x4e8ecf79ade5e2c49b9e30d795517a81e0bf00b8
0,3d8dcd41f586fbcc6559f16476d20b2a3b95&0x3314b683d53825dbe5aec70726ff3b9634b2b08a
0,4b686aa8c04921397c5807db9ecedba00a4c&0xbd5a91bfa559f51f83f969036aac30ac1f966819
0,56c26d8cf16fe1bddf4967753503d974de06&0x00edf32eb063e7051aaaf6467d7020b13f1675cc
0,7d192af34dd391e725e5aea9acfcf354ab7c&0x49516fe7bdc54b29a7f95ff55fdd38d9228e55af
1,c1e992ca07ca685c43095b1d771743638ea5&0xbeefd8fb3b5778f99e021afa2e41e0614af6af11
0,18dea74045e822352ce4b3ee77319dc5ff2f&0x604d824995ea36ee520e60994c91819e1d6dcb12
